"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Aug 27 18:53:22 CST 2020","Thu Aug 27 18:53:23 CST 2020","61","testcases.client","test_edu_user_controller","TestEduUserController","","","test_case_1_get_edu_user_info",""
